
SetupTitle, Break of oxide
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0.001, 0
TestParameter, Output.Graph.YAxis.Top, 0.01, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/19/2021 15:38:41
MetaData, TestRecord.TestTarget, FlashNumD_5_25um_E2
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 571aae0f-e5a2-4ebb-b3da-4f1085c81a11
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3.2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.6E-11, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.11, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.46875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.04999999986181819
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.46875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.04999999986181819
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.46875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.04999999986181819
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.46875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.04999999986181819
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.46875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.04999999986181819
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=50 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Break of oxide
Dimension1, 201, 201, 201
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, 0, 1.688E-11, 1.688E-11
DataValue, 0.05, 3.572E-11, 3.572E-11
DataValue, 0.1, 7.9330000000000012E-11, 7.9330000000000012E-11
DataValue, 0.15, 9.708E-11, 9.708E-11
DataValue, 0.2, 1.0944000000000001E-10, 1.0944000000000001E-10
DataValue, 0.25, 1.5743000000000002E-10, 1.5743000000000002E-10
DataValue, 0.3, 1.9689E-10, 1.9689E-10
DataValue, 0.35000000000000003, 2.6163E-10, 2.6163E-10
DataValue, 0.4, 3.7847000000000004E-10, 3.7847000000000004E-10
DataValue, 0.45, 4.9733000000000008E-10, 4.9733000000000008E-10
DataValue, 0.5, 7.1273000000000008E-10, 7.1273000000000008E-10
DataValue, 0.55, 9.992E-10, 9.992E-10
DataValue, 0.6, 1.272E-09, 1.272E-09
DataValue, 0.65, 1.5573E-09, 1.5573E-09
DataValue, 0.70000000000000007, 1.8359E-09, 1.8359E-09
DataValue, 0.75, 2.2785E-09, 2.2785E-09
DataValue, 0.8, 3.2251E-09, 3.2251E-09
DataValue, 0.85, 6.1241E-09, 6.1241E-09
DataValue, 0.9, 8.158E-09, 8.158E-09
DataValue, 0.95000000000000007, 9.7437999999999986E-09, 9.7437999999999986E-09
DataValue, 1, 1.24512E-08, 1.24512E-08
DataValue, 1.05, 1.72226E-08, 1.72226E-08
DataValue, 1.1, 1.8582599999999997E-08, 1.8582599999999997E-08
DataValue, 1.1500000000000001, 2.1089799999999998E-08, 2.1089799999999998E-08
DataValue, 1.2, 2.63529E-08, 2.63529E-08
DataValue, 1.25, 2.79716E-08, 2.79716E-08
DataValue, 1.3, 2.6563899999999997E-08, 2.6563899999999997E-08
DataValue, 1.35, 3.00627E-08, 3.00627E-08
DataValue, 1.4000000000000001, 3.80348E-08, 3.80348E-08
DataValue, 1.45, 5.3087199999999995E-08, 5.3087199999999995E-08
DataValue, 1.5, 5.5882299999999993E-08, 5.5882299999999993E-08
DataValue, 1.55, 6.996839999999999E-08, 6.996839999999999E-08
DataValue, 1.6, 7.1677099999999993E-08, 7.1677099999999993E-08
DataValue, 1.6500000000000001, 8.77839E-08, 8.77839E-08
DataValue, 1.7, 1.1902E-07, 1.1902E-07
DataValue, 1.75, 1.2268E-07, 1.2268E-07
DataValue, 1.8, 1.4984E-07, 1.4984E-07
DataValue, 1.85, 1.6976E-07, 1.6976E-07
DataValue, 1.9000000000000001, 2.2748E-07, 2.2748E-07
DataValue, 1.95, 2.462E-07, 2.462E-07
DataValue, 2, 2.5646E-07, 2.5646E-07
DataValue, 2.05, 3.0578E-07, 3.0578E-07
DataValue, 2.1, 2.8527999999999997E-07, 2.8527999999999997E-07
DataValue, 2.15, 3.7008E-07, 3.7008E-07
DataValue, 2.2, 2.7714E-07, 2.7714E-07
DataValue, 2.25, 3.4986E-07, 3.4986E-07
DataValue, 2.3000000000000003, 4.6798E-07, 4.6798E-07
DataValue, 2.35, 6.3082E-07, 6.3082E-07
DataValue, 2.4, 6.1158E-07, 6.1158E-07
DataValue, 2.45, 1.1322000000000002E-06, 1.1322000000000002E-06
DataValue, 2.5, 1.5590000000000002E-06, 1.5590000000000002E-06
DataValue, 2.5500000000000003, 2.7911000000000003E-06, 2.7911000000000003E-06
DataValue, 2.6, 3.3588000000000004E-06, 3.3588000000000004E-06
DataValue, 2.65, 4.0924000000000008E-06, 4.0924000000000008E-06
DataValue, 2.7, 6.2942000000000007E-06, 6.2942000000000007E-06
DataValue, 2.75, 1.0492E-05, 1.0492E-05
DataValue, 2.8000000000000003, 1.6588E-05, 1.6588E-05
DataValue, 2.85, 1.5360000000000002E-05, 1.5360000000000002E-05
DataValue, 2.9, 1.8296E-05, 1.8296E-05
DataValue, 2.95, 1.8004E-05, 1.8004E-05
DataValue, 3, 0.100024, 0.100024
DataValue, 3.0500000000000003, 0.100054, 0.100054
DataValue, 3.1, 0.10000400000000001, 0.10000400000000001
DataValue, 3.15, 0.099974000000000007, 0.099974000000000007
DataValue, 3.2, 0.1, 0.1
DataValue, 3.25, 0.099996000000000015, 0.099996000000000015
DataValue, 3.3000000000000003, 0.10001800000000001, 0.10001800000000001
DataValue, 3.35, 0.099990000000000009, 0.099990000000000009
DataValue, 3.4, 0.099996000000000015, 0.099996000000000015
DataValue, 3.45, 0.099988000000000007, 0.099988000000000007
DataValue, 3.5, 0.099994000000000013, 0.099994000000000013
DataValue, 3.5500000000000003, 0.100024, 0.100024
DataValue, 3.6, 0.10000600000000001, 0.10000600000000001
DataValue, 3.65, 0.099996000000000015, 0.099996000000000015
DataValue, 3.7, 0.1, 0.1
DataValue, 3.75, 0.10000200000000001, 0.10000200000000001
DataValue, 3.8000000000000003, 0.10005000000000001, 0.10005000000000001
DataValue, 3.85, 0.100012, 0.100012
DataValue, 3.9, 0.099996000000000015, 0.099996000000000015
DataValue, 3.95, 0.1, 0.1
DataValue, 4, 0.1, 0.1
DataValue, 4.05, 0.1, 0.1
DataValue, 4.1, 0.099990000000000009, 0.099990000000000009
DataValue, 4.15, 0.10000200000000001, 0.10000200000000001
DataValue, 4.2, 0.10000600000000001, 0.10000600000000001
DataValue, 4.25, 0.099908000000000011, 0.099908000000000011
DataValue, 4.3, 0.1, 0.1
DataValue, 4.3500000000000005, 0.10000800000000001, 0.10000800000000001
DataValue, 4.4, 0.1, 0.1
DataValue, 4.45, 0.099994000000000013, 0.099994000000000013
DataValue, 4.5, 0.10000200000000001, 0.10000200000000001
DataValue, 4.55, 0.10000200000000001, 0.10000200000000001
DataValue, 4.6000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 4.65, 0.1, 0.1
DataValue, 4.7, 0.1, 0.1
DataValue, 4.75, 0.10000200000000001, 0.10000200000000001
DataValue, 4.8, 0.100042, 0.100042
DataValue, 4.8500000000000005, 0.099998, 0.099998
DataValue, 4.9, 0.10000400000000001, 0.10000400000000001
DataValue, 4.95, 0.1, 0.1
DataValue, 5, 0.10000200000000001, 0.10000200000000001
DataValue, 5.05, 0.10000200000000001, 0.10000200000000001
DataValue, 5.1000000000000005, 0.099984, 0.099984
DataValue, 5.15, 0.10000200000000001, 0.10000200000000001
DataValue, 5.2, 0.10000400000000001, 0.10000400000000001
DataValue, 5.25, 0.099998, 0.099998
DataValue, 5.3, 0.099996000000000015, 0.099996000000000015
DataValue, 5.3500000000000005, 0.099998, 0.099998
DataValue, 5.4, 0.10000800000000001, 0.10000800000000001
DataValue, 5.45, 0.10000400000000001, 0.10000400000000001
DataValue, 5.5, 0.10000600000000001, 0.10000600000000001
DataValue, 5.55, 0.1, 0.1
DataValue, 5.6000000000000005, 0.100014, 0.100014
DataValue, 5.65, 0.099902, 0.099902
DataValue, 5.7, 0.10000200000000001, 0.10000200000000001
DataValue, 5.75, 0.1, 0.1
DataValue, 5.8, 0.10000600000000001, 0.10000600000000001
DataValue, 5.8500000000000005, 0.10002200000000001, 0.10002200000000001
DataValue, 5.9, 0.099982000000000015, 0.099982000000000015
DataValue, 5.95, 0.099956, 0.099956
DataValue, 6, 0.099978000000000011, 0.099978000000000011
DataValue, 6.05, 0.09993, 0.09993
DataValue, 6.1000000000000005, 0.099960000000000007, 0.099960000000000007
DataValue, 6.15, 0.10007400000000001, 0.10007400000000001
DataValue, 6.2, 0.1, 0.1
DataValue, 6.25, 0.10000200000000001, 0.10000200000000001
DataValue, 6.3, 0.1, 0.1
DataValue, 6.3500000000000005, 0.10000400000000001, 0.10000400000000001
DataValue, 6.4, 0.10000200000000001, 0.10000200000000001
DataValue, 6.45, 0.1, 0.1
DataValue, 6.5, 0.10000200000000001, 0.10000200000000001
DataValue, 6.55, 0.099990000000000009, 0.099990000000000009
DataValue, 6.6000000000000005, 0.099992000000000011, 0.099992000000000011
DataValue, 6.65, 0.1, 0.1
DataValue, 6.7, 0.10000200000000001, 0.10000200000000001
DataValue, 6.75, 0.10000200000000001, 0.10000200000000001
DataValue, 6.8, 0.10000200000000001, 0.10000200000000001
DataValue, 6.8500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 6.9, 0.10000200000000001, 0.10000200000000001
DataValue, 6.95, 0.1, 0.1
DataValue, 7, 0.1, 0.1
DataValue, 7.05, 0.10000200000000001, 0.10000200000000001
DataValue, 7.1000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.15, 0.1, 0.1
DataValue, 7.2, 0.10000200000000001, 0.10000200000000001
DataValue, 7.25, 0.1, 0.1
DataValue, 7.3, 0.10000200000000001, 0.10000200000000001
DataValue, 7.3500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.4, 0.10000200000000001, 0.10000200000000001
DataValue, 7.45, 0.1, 0.1
DataValue, 7.5, 0.10000200000000001, 0.10000200000000001
DataValue, 7.55, 0.1, 0.1
DataValue, 7.6000000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.65, 0.1, 0.1
DataValue, 7.7, 0.1, 0.1
DataValue, 7.75, 0.1, 0.1
DataValue, 7.8, 0.10000200000000001, 0.10000200000000001
DataValue, 7.8500000000000005, 0.10000200000000001, 0.10000200000000001
DataValue, 7.9, 0.1, 0.1
DataValue, 7.95, 0.10000200000000001, 0.10000200000000001
DataValue, 8, 0.10000200000000001, 0.10000200000000001
DataValue, 8.05, 0.1, 0.1
DataValue, 8.1, 0.1, 0.1
DataValue, 8.15, 0.1, 0.1
DataValue, 8.2, 0.10000200000000001, 0.10000200000000001
DataValue, 8.25, 0.1, 0.1
