
SetupTitle, Endurance Measure 1kHz After 250 000 Cycles(1)(1)(1)
DataValue, 0.000755, 2.0531581400000002E-07, 1.4945955276489262, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 2.0437900600000003E-07, 1.43415379524231, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 2.1237237E-07, 1.37402331829071, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 2.0992840200000003E-07, 1.3142993450164802, 0.000785, 0.000785
DataValue, 0.000795, 2.0353678600000002E-07, 1.2541354894638062, 0.000795, 0.000795
DataValue, 0.000805, 2.06120902E-07, 1.1939282417297361, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 2.0451494700000002E-07, 1.1341046094894411, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 1.97173918E-07, 1.074137210845947, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 2.0583011900000002E-07, 1.013846874237061, 0.000835, 0.000835
DataValue, 0.000845, 2.0621058600000003E-07, 0.95368868112564109, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 1.99494565E-07, 0.89389669895172108, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 2.08052683E-07, 0.834111094474792, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 1.97297936E-07, 0.77378803491592407, 0.000875, 0.000875
DataValue, 0.000885, 1.9593090900000002E-07, 0.714010834693909, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 1.95272264E-07, 0.65424180030822709, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 2.0658194400000003E-07, 0.59371513128280606, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 1.97296529E-07, 0.533755540847778, 0.000915, 0.000915
DataValue, 0.000925, 2.0820331800000002E-07, 0.474488347768784, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 1.9333418800000002E-07, 0.414205074310303, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 1.90860789E-07, 0.35430955886840804, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 2.0226015400000002E-07, 0.29470849037170405, 0.000955, 0.000955
DataValue, 0.000965, 1.95178373E-07, 0.23454178869724301, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 2.07155111E-07, 0.174078524112701, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 2.04457479E-07, 0.11446759849786801, 0.000985, 0.000985
DataValue, 0.000995, 1.99420995E-07, 0.054608017206192, 0.000995, 0.000995
DataValue, 0.001005, 2.06567236E-07, -0.0059256856329740005, 0.001005, 0.001005
DataValue, 0.001015, 2.24089845E-07, -0.065934956073761, 0.001015, 0.001015
DataValue, 0.001025, 2.1184686700000003E-07, -0.125503972172737, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 2.31353098E-07, -0.18579746782779702, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 2.38730564E-07, -0.24568028748035403, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 2.4306288500000004E-07, -0.30558285117149303, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 2.57082803E-07, -0.36542481184005704, 0.001065, 0.001065
DataValue, 0.001075, 2.67429726E-07, -0.425555944442749, 0.001075, 0.001075
DataValue, 0.001085, 2.77208443E-07, -0.48552787303924605, 0.001085, 0.001085
DataValue, 0.001095, 2.77319828E-07, -0.54541105031967207, 0.001095, 0.001095
DataValue, 0.001105, 3.2932223300000004E-07, -0.60540270805358909, 0.001105, 0.001105
DataValue, 0.001115, 3.24559011E-07, -0.6656497120857241, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 3.4900435300000003E-07, -0.725455403327942, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 3.6027199700000003E-07, -0.78525161743164107, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 3.7168467800000003E-07, -0.84554511308670011, 0.001145, 0.001145
DataValue, 0.001155, 3.87813628E-07, -0.90539342164993308, 0.001155, 0.001155
DataValue, 0.001165, 4.0168430400000003E-07, -0.96509343385696411, 0.001165, 0.001165
DataValue, 0.001175, 4.21301962E-07, -1.025761723518372, 0.001175, 0.001175
DataValue, 0.001185, 4.1205086600000006E-07, -1.0862020254135132, 0.001185, 0.001185
DataValue, 0.001195, 4.2397644500000004E-07, -1.1458380222320561, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 4.18822253E-07, -1.2059184312820441, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 4.1690518100000003E-07, -1.2661256790161131, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 4.0312630700000003E-07, -1.3255544900894172, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 4.04726677E-07, -1.3856239318847661, 0.001235, 0.001235
DataValue, 0.001245, 3.81073107E-07, -1.4466651678085332, 0.001245, 0.001245
DataValue, 0.001255, 3.7757951100000005E-07, -1.5063363313674931, 0.001255, 0.001255
DataValue, 0.001265, 3.5305006900000004E-07, -1.5660011768341062, 0.001265, 0.001265
DataValue, 0.001275, 3.16001604E-07, -1.6258723735809331, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 3.29921335E-07, -1.6859591007232671, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 3.12501015E-07, -1.7456760406494141, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 2.91664179E-07, -1.8058505058288572, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 2.72628085E-07, -1.8662201166152952, 0.001315, 0.001315
DataValue, 0.001325, 3.0772938000000004E-07, -1.9259976148605351, 0.001325, 0.001325
DataValue, 0.001335, 2.5135122400000003E-07, -1.9857089519500732, 0.001335, 0.001335
DataValue, 0.001345, 2.4303904E-07, -2.045777320861816, 0.001345, 0.001345
DataValue, 0.001355, 2.7307513100000003E-07, -2.1056346893310551, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 2.50749338E-07, -2.1653239727020264, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 2.25859765E-07, -2.2254652976989751, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 2.58536005E-07, -2.2859468460083012, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 2.54941511E-07, -2.3454713821411133, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 2.1650008400000003E-07, -2.405134916305542, 0.001405, 0.001405
DataValue, 0.001415, 2.46822736E-07, -2.4656829833984384, 0.001415, 0.001415
DataValue, 0.001425, 2.5157334E-07, -2.5257687568664551, 0.001425, 0.001425
DataValue, 0.001435, 2.2428253E-07, -2.5852634906768803, 0.001435, 0.001435
DataValue, 0.001445, 2.3428545100000003E-07, -2.6454801559448242, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 2.77712218E-07, -2.7053623199462891, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 2.1561582700000002E-07, -2.7647464275360112, 0.0014650000000000002, 0.0014650000000000002
DataValue, 0.0014750000000000002, 2.2336955400000002E-07, -2.8250243663787842, 0.0014750000000000002, 0.0014750000000000002
DataValue, 0.001485, 2.7086377900000003E-07, -2.8852829933166504, 0.001485, 0.001485
DataValue, 0.001495, 2.43680887E-07, -2.9447717666625981, 0.001495, 0.001495
DataValue, 0.001505, -2.3651013200000002E-07, -2.945059061050415, 0.001505, 0.001505
DataValue, 0.001515, -2.5245270800000004E-07, -2.8854625225067143, 0.001515, 0.001515
DataValue, 0.001525, -2.65701885E-07, -2.825088739395142, 0.001525, 0.001525
DataValue, 0.0015350000000000001, -3.3251876600000004E-07, -2.76544189453125, 0.0015350000000000001, 0.0015350000000000001
DataValue, 0.0015450000000000002, -2.77847477E-07, -2.7057936191558842, 0.0015450000000000002, 0.0015450000000000002
DataValue, 0.0015550000000000002, -2.76517596E-07, -2.6455154418945312, 0.0015550000000000002, 0.0015550000000000002
DataValue, 0.0015650000000000002, -3.18051121E-07, -2.5852746963500981, 0.0015650000000000002, 0.0015650000000000002
DataValue, 0.001575, -2.90795356E-07, -2.5260522365570073, 0.001575, 0.001575
DataValue, 0.001585, -2.7889430500000003E-07, -2.466198205947876, 0.001585, 0.001585
DataValue, 0.001595, -3.27078681E-07, -2.405630350112915, 0.001595, 0.001595
DataValue, 0.001605, -3.09371103E-07, -2.3463237285614014, 0.001605, 0.001605
DataValue, 0.0016150000000000001, -2.61972872E-07, -2.28635048866272, 0.0016150000000000001, 0.0016150000000000001
DataValue, 0.0016250000000000001, -3.25384434E-07, -2.225968599319458, 0.0016250000000000001, 0.0016250000000000001
DataValue, 0.0016350000000000002, -3.2261255000000004E-07, -2.166276216506958, 0.0016350000000000002, 0.0016350000000000002
DataValue, 0.0016450000000000002, -2.73009277E-07, -2.106503009796143, 0.0016450000000000002, 0.0016450000000000002
DataValue, 0.001655, -2.89289602E-07, -2.0462357997894292, 0.001655, 0.001655
DataValue, 0.001665, -3.38898474E-07, -1.9862171411514282, 0.001665, 0.001665
DataValue, 0.001675, -2.8636495100000004E-07, -1.9265164136886601, 0.001675, 0.001675
DataValue, 0.001685, -2.8929520100000004E-07, -1.8663895130157471, 0.001685, 0.001685
DataValue, 0.0016950000000000001, -3.43228663E-07, -1.8064464330673222, 0.0016950000000000001, 0.0016950000000000001
DataValue, 0.0017050000000000001, -2.8817902400000004E-07, -1.7464181184768681, 0.0017050000000000001, 0.0017050000000000001
DataValue, 0.0017150000000000002, -2.75525423E-07, -1.6864211559295652, 0.0017150000000000002, 0.0017150000000000002
DataValue, 0.0017250000000000002, -3.18334202E-07, -1.6265091896057131, 0.0017250000000000002, 0.0017250000000000002
DataValue, 0.0017350000000000002, -3.1349458100000003E-07, -1.5664041042327881, 0.0017350000000000002, 0.0017350000000000002
DataValue, 0.001745, -2.80723782E-07, -1.5066311359405522, 0.001745, 0.001745
DataValue, 0.001755, -3.1421279800000004E-07, -1.4465225934982302, 0.001755, 0.001755
DataValue, 0.001765, -3.1788854900000003E-07, -1.3862924575805662, 0.001765, 0.001765
DataValue, 0.001775, -2.64849859E-07, -1.3263518810272221, 0.001775, 0.001775
DataValue, 0.0017850000000000001, -3.07062351E-07, -1.2666147947311401, 0.0017850000000000001, 0.0017850000000000001
DataValue, 0.0017950000000000002, -3.34155544E-07, -1.2064583301544192, 0.0017950000000000002, 0.0017950000000000002
DataValue, 0.0018050000000000002, -2.7612802000000004E-07, -1.1460859775543211, 0.0018050000000000002, 0.0018050000000000002
DataValue, 0.0018150000000000002, -2.84417752E-07, -1.0865176916122441, 0.0018150000000000002, 0.0018150000000000002
DataValue, 0.001825, -3.3586312000000003E-07, -1.0266566276550291, 0.001825, 0.001825
DataValue, 0.001835, -2.77847477E-07, -0.96598380804061912, 0.001835, 0.001835
DataValue, 0.001845, -2.82265972E-07, -0.906118273735046, 0.001845, 0.001845
DataValue, 0.001855, -3.1450358100000004E-07, -0.8461583256721501, 0.001855, 0.001855
DataValue, 0.0018650000000000001, -3.0855059700000004E-07, -0.785840153694153, 0.0018650000000000001, 0.0018650000000000001
DataValue, 0.0018750000000000002, -2.74175903E-07, -0.725976347923279, 0.0018750000000000002, 0.0018750000000000002
DataValue, 0.0018850000000000002, -3.2067515600000004E-07, -0.66626572608947709, 0.0018850000000000002, 0.0018850000000000002
DataValue, 0.0018950000000000002, -3.10534915E-07, -0.605882048606873, 0.0018950000000000002, 0.0018950000000000002
DataValue, 0.0019050000000000002, -2.62586667E-07, -0.545645296573639, 0.0019050000000000002, 0.0019050000000000002
DataValue, 0.001915, -3.12759568E-07, -0.48592904210090604, 0.001915, 0.001915
DataValue, 0.001925, -3.0580181900000003E-07, -0.425920844078064, 0.001925, 0.001925
DataValue, 0.001935, -2.84000862E-07, -0.36619052290916404, 0.001935, 0.001935
DataValue, 0.0019450000000000001, -3.0246448500000004E-07, -0.30607488751411405, 0.0019450000000000001, 0.0019450000000000001
DataValue, 0.001955, -3.17453441E-07, -0.24577608704567003, 0.001955, 0.001955
DataValue, 0.001965, -2.83781532E-07, -0.185957372188568, 0.001965, 0.001965
DataValue, 0.001975, -3.00178868E-07, -0.126168578863144, 0.001975, 0.001975
DataValue, 0.0019850000000000002, -3.2549093E-07, -0.06652842462062801, 0.0019850000000000002, 0.0019850000000000002
DataValue, 0.0019950000000000002, -2.8755260900000004E-07, -0.0066941999830310009, 0.0019950000000000002, 0.0019950000000000002
DataValue, 0.0020050000000000003, -2.87102068E-07, 0.054030753672123004, 0.0020050000000000003, 0.0020050000000000003
DataValue, 0.0020150000000000003, -3.28218704E-07, 0.11377586424350701, 0.0020150000000000003, 0.0020150000000000003
DataValue, 0.0020250000000000003, -3.09987684E-07, 0.17332269251346602, 0.0020250000000000003, 0.0020250000000000003
DataValue, 0.002035, -2.86628392E-07, 0.23378066718578303, 0.002035, 0.002035
DataValue, 0.002045, -3.2613488100000005E-07, 0.29398295283317605, 0.002045, 0.002045
DataValue, 0.002055, -3.12007757E-07, 0.353491365909576, 0.002055, 0.002055
DataValue, 0.002065, -3.13185581E-07, 0.41379508376121504, 0.002065, 0.002065
DataValue, 0.002075, -3.2581186800000003E-07, 0.474052667617798, 0.002075, 0.002075
DataValue, 0.002085, -3.37677164E-07, 0.53343254327774, 0.002085, 0.002085
DataValue, 0.002095, -3.1250874600000004E-07, 0.593435108661652, 0.002095, 0.002095
DataValue, 0.002105, -3.3420670300000003E-07, 0.653791308403015, 0.002105, 0.002105
DataValue, 0.002115, -3.6490351400000003E-07, 0.713212370872498, 0.002115, 0.002115
DataValue, 0.002125, -3.16171196E-07, 0.77299976348876909, 0.002125, 0.002125
DataValue, 0.002135, -3.4661366000000005E-07, 0.833678960800171, 0.002135, 0.002135
DataValue, 0.002145, -3.8858021900000006E-07, 0.89373469352722212, 0.002145, 0.002145
DataValue, 0.0021550000000000002, -3.48864944E-07, 0.9534776806831361, 0.0021550000000000002, 0.0021550000000000002
DataValue, 0.0021650000000000003, -3.6745959200000004E-07, 1.0133435726165772, 0.0021650000000000003, 0.0021650000000000003
DataValue, 0.0021750000000000003, -4.2258423600000003E-07, 1.073618412017822, 0.0021750000000000003, 0.0021750000000000003
DataValue, 0.0021850000000000003, -4.0292525200000006E-07, 1.1336573362350462, 0.0021850000000000003, 0.0021850000000000003
DataValue, 0.0021950000000000003, -4.04517181E-07, 1.193528532981873, 0.0021950000000000003, 0.0021950000000000003
DataValue, 0.002205, -4.7693322400000007E-07, 1.2536972761154182, 0.002205, 0.002205
DataValue, 0.002215, -4.87378259E-07, 1.3137872219085691, 0.002215, 0.002215
DataValue, 0.002225, -4.7664733E-07, 1.3737268447875981, 0.002225, 0.002225
DataValue, 0.002235, -5.4914392E-07, 1.433779358863831, 0.002235, 0.002235
DataValue, 0.002245, -5.74935996E-07, 1.49390172958374, 0.002245, 0.002245
DataValue, 0.002255, -5.3340386300000009E-07, 1.5538105964660651, 0.002255, 0.002255
DataValue, 0.002265, -6.30963086E-07, 1.6137028932571411, 0.002265, 0.002265
DataValue, 0.002275, -6.5453605200000006E-07, 1.6741080284118652, 0.002275, 0.002275
DataValue, 0.002285, -5.98222414E-07, 1.7337168455123901, 0.002285, 0.002285
DataValue, 0.002295, -6.0963157E-07, 1.7934130430221562, 0.002295, 0.002295
DataValue, 0.002305, -6.31223713E-07, 1.8537709712982182, 0.002305, 0.002305
DataValue, 0.0023150000000000002, -5.70649888E-07, 1.9137954711914063, 0.0023150000000000002, 0.0023150000000000002
DataValue, 0.0023250000000000002, -5.39181656E-07, 1.9736493825912482, 0.0023250000000000002, 0.0023250000000000002
DataValue, 0.0023350000000000003, -5.82035966E-07, 2.033678293228149, 0.0023350000000000003, 0.0023350000000000003
DataValue, 0.0023450000000000003, -5.16218961E-07, 2.094052791595459, 0.0023450000000000003, 0.0023450000000000003
DataValue, 0.0023550000000000003, -4.5737371600000006E-07, 2.1536564826965332, 0.0023550000000000003, 0.0023550000000000003
DataValue, 0.0023650000000000003, -4.84870498E-07, 2.2133133411407471, 0.0023650000000000003, 0.0023650000000000003
DataValue, 0.002375, -4.5906585900000006E-07, 2.2735178470611572, 0.002375, 0.002375
DataValue, 0.002385, -4.0358108300000003E-07, 2.3334567546844482, 0.002385, 0.002385
DataValue, 0.002395, -4.2669583400000006E-07, 2.3932855129241943, 0.002395, 0.002395
DataValue, 0.002405, -4.35401773E-07, 2.4530036449432373, 0.002405, 0.002405
DataValue, 0.002415, -3.7735179600000003E-07, 2.5130019187927251, 0.002415, 0.002415
DataValue, 0.002425, -3.96698283E-07, 2.5726182460784912, 0.002425, 0.002425
DataValue, 0.002435, -4.2059150500000004E-07, 2.63234543800354, 0.002435, 0.002435
DataValue, 0.002445, -3.8378684100000005E-07, 2.6931643486022954, 0.002445, 0.002445
DataValue, 0.002455, -3.75251176E-07, 2.7532408237457284, 0.002455, 0.002455
DataValue, 0.002465, -4.92234676E-07, 2.812838077545166, 0.002465, 0.002465
DataValue, 0.002475, -4.3159568E-07, 2.8728444576263432, 0.002475, 0.002475
DataValue, 0.0024850000000000002, -4.25316898E-07, 2.9330847263336182, 0.0024850000000000002, 0.0024850000000000002
DataValue, 0.0024950000000000003, -5.0754385900000008E-07, 2.9926922321319585, 0.0024950000000000003, 0.0024950000000000003
DataValue, 0.0025050000000000003, 3.9960142E-08, 2.9927942752838144, 0.0025050000000000003, 0.0025050000000000003
DataValue, 0.0025150000000000003, 1.39027946E-07, 2.9335758686065674, 0.0025150000000000003, 0.0025150000000000003
DataValue, 0.0025250000000000003, 1.2961780300000002E-07, 2.8736131191253662, 0.0025250000000000003, 0.0025250000000000003
DataValue, 0.0025350000000000004, 1.3257748300000002E-07, 2.8129770755767822, 0.0025350000000000004, 0.0025350000000000004
DataValue, 0.002545, 2.02918784E-07, 2.7533292770385742, 0.002545, 0.002545
DataValue, 0.002555, 1.9240228300000003E-07, 2.6938264369964604, 0.002555, 0.002555
DataValue, 0.002565, 1.6685616800000002E-07, 2.6331212520599374, 0.002565, 0.002565
DataValue, 0.002575, 2.2638037900000002E-07, 2.5732405185699463, 0.002575, 0.002575
DataValue, 0.002585, 1.93638286E-07, 2.5136070251464844, 0.002585, 0.002585
DataValue, 0.002595, 1.6609243400000002E-07, 2.4532871246337891, 0.002595, 0.002595
DataValue, 0.002605, 2.29202712E-07, 2.3930764198303223, 0.002605, 0.002605
DataValue, 0.002615, 2.3037915800000002E-07, 2.3337476253509521, 0.002615, 0.002615
DataValue, 0.002625, 1.8958765200000003E-07, 2.2741334438323983, 0.002625, 0.002625
DataValue, 0.002635, 2.1900430600000002E-07, 2.213636159896851, 0.002635, 0.002635
DataValue, 0.002645, 2.3438214200000003E-07, 2.1539170742034912, 0.002645, 0.002645
DataValue, 0.0026550000000000002, 1.9939156500000003E-07, 2.0942468643188481, 0.0026550000000000002, 0.0026550000000000002
DataValue, 0.0026650000000000003, 1.77584283E-07, 2.033552885055542, 0.0026650000000000003, 0.0026650000000000003
DataValue, 0.0026750000000000003, 2.43207211E-07, 1.9738535881042481, 0.0026750000000000003, 0.0026750000000000003
DataValue, 0.0026850000000000003, 2.06673036E-07, 1.9144227504730231, 0.0026850000000000003, 0.0026850000000000003
DataValue, 0.0026950000000000003, 1.9639965400000003E-07, 1.8541862964630131, 0.0026950000000000003, 0.0026950000000000003
DataValue, 0.0027050000000000004, 2.42978103E-07, 1.7940350770950322, 0.0027050000000000004, 0.0027050000000000004
DataValue, 0.002715, 1.9537877400000002E-07, 1.7346255779266362, 0.002715, 0.002715
DataValue, 0.002725, 1.8472631800000002E-07, 1.6744635105133061, 0.002725, 0.002725
DataValue, 0.002735, 2.2928048800000002E-07, 1.6139241456985471, 0.002735, 0.002735
DataValue, 0.002745, 2.23609177E-07, 1.554118394851685, 0.002745, 0.002745
DataValue, 0.002755, 1.873847E-07, 1.4942895174026492, 0.002755, 0.002755
DataValue, 0.002765, 2.22537849E-07, 1.434023499488831, 0.002765, 0.002765
DataValue, 0.002775, 2.2059416000000002E-07, 1.374350905418396, 0.002775, 0.002775
DataValue, 0.002785, 1.6336677800000003E-07, 1.314519882202148, 0.002785, 0.002785
DataValue, 0.002795, 2.1012598900000003E-07, 1.2541893720626831, 0.002795, 0.002795
DataValue, 0.002805, 2.3801938200000002E-07, 1.1939965486526492, 0.002805, 0.002805
DataValue, 0.0028150000000000002, 1.89895246E-07, 1.134072542190552, 0.0028150000000000002, 0.0028150000000000002
DataValue, 0.0028250000000000003, 2.08814313E-07, 1.0743024349212651, 0.0028250000000000003, 0.0028250000000000003
DataValue, 0.0028350000000000003, 2.23874736E-07, 1.013977646827698, 0.0028350000000000003, 0.0028350000000000003
DataValue, 0.0028450000000000003, 1.8008852000000002E-07, 0.95388239622116111, 0.0028450000000000003, 0.0028450000000000003
DataValue, 0.0028550000000000003, 2.0221250500000002E-07, 0.894111931324005, 0.0028550000000000003, 0.0028550000000000003
DataValue, 0.0028650000000000004, 2.10019493E-07, 0.83427768945694, 0.0028650000000000004, 0.0028650000000000004
DataValue, 0.0028750000000000004, 2.0587987100000002E-07, 0.774141252040863, 0.0028750000000000004, 0.0028750000000000004
DataValue, 0.002885, 1.8546553800000002E-07, 0.7139534354209901, 0.002885, 0.002885
DataValue, 0.002895, 2.2189181E-07, 0.65431189537048307, 0.002895, 0.002895
DataValue, 0.002905, 1.97524955E-07, 0.59390604496002208, 0.002905, 0.002905
DataValue, 0.002915, 1.60257869E-07, 0.533962607383728, 0.002915, 0.002915
DataValue, 0.002925, 2.2559210300000003E-07, 0.47455984354019204, 0.002925, 0.002925
DataValue, 0.002935, 2.1802125600000002E-07, 0.414451956748962, 0.002935, 0.002935
DataValue, 0.002945, 1.68429892E-07, 0.35421481728553805, 0.002945, 0.002945
DataValue, 0.002955, 2.11615642E-07, 0.294623613357544, 0.002955, 0.002955
DataValue, 0.002965, 2.1494456300000003E-07, 0.23454706370830503, 0.002965, 0.002965
DataValue, 0.002975, 1.75795449E-07, 0.17392073571682, 0.002975, 0.002975
DataValue, 0.0029850000000000002, 1.93631266E-07, 0.11444329470396, 0.0029850000000000002, 0.0029850000000000002
DataValue, 0.0029950000000000003, 2.3566438800000002E-07, 0.054799970239401, 0.0029950000000000003, 0.0029950000000000003
DataValue, 0.0030050000000000003, 1.99432904E-07, -0.0054977550171320007, 0.0030050000000000003, 0.0030050000000000003
DataValue, 0.0030150000000000003, 1.99463742E-07, -0.065692283213139011, 0.0030150000000000003, 0.0030150000000000003
DataValue, 0.0030250000000000003, 2.55256111E-07, -0.125466629862785, 0.0030250000000000003, 0.0030250000000000003
DataValue, 0.0030350000000000004, 2.10959797E-07, -0.18535156548023202, 0.0030350000000000004, 0.0030350000000000004
DataValue, 0.0030450000000000004, 2.0681878300000003E-07, -0.24543726444244401, 0.0030450000000000004, 0.0030450000000000004
DataValue, 0.003055, 2.9945152800000004E-07, -0.30524826049804704, 0.003055, 0.003055
DataValue, 0.003065, 2.3415302100000002E-07, -0.365105003118515, 0.003065, 0.003065
DataValue, 0.003075, 2.3448024000000002E-07, -0.425346732139587, 0.003075, 0.003075
DataValue, 0.003085, 2.8658143900000005E-07, -0.48553493618965105, 0.003085, 0.003085
DataValue, 0.003095, 3.0312170900000004E-07, -0.54522967338562, 0.003095, 0.003095
DataValue, 0.003105, 2.8162131100000005E-07, -0.60539460182189908, 0.003105, 0.003105
DataValue, 0.003115, 3.1937327100000004E-07, -0.66572511196136508, 0.003115, 0.003115
DataValue, 0.003125, 3.6943689000000005E-07, -0.72534555196762107, 0.003125, 0.003125
DataValue, 0.003135, 3.2986736200000004E-07, -0.78520476818084706, 0.003135, 0.003135
DataValue, 0.0031450000000000002, 3.5449417600000005E-07, -0.84587055444717407, 0.0031450000000000002, 0.0031450000000000002
DataValue, 0.0031550000000000003, 4.2560904500000004E-07, -0.905658602714539, 0.0031550000000000003, 0.0031550000000000003
DataValue, 0.0031650000000000003, 3.75945518E-07, -0.96506631374359109, 0.0031650000000000003, 0.0031650000000000003
DataValue, 0.0031750000000000003, 3.94349598E-07, -1.0257799625396731, 0.0031750000000000003, 0.0031750000000000003
DataValue, 0.0031850000000000003, 4.44777555E-07, -1.0859583616256712, 0.0031850000000000003, 0.0031850000000000003
DataValue, 0.0031950000000000004, 4.1890422200000004E-07, -1.1454488039016721, 0.0031950000000000004, 0.0031950000000000004
DataValue, 0.0032050000000000004, 3.84738343E-07, -1.2055447101593022, 0.0032050000000000004, 0.0032050000000000004
DataValue, 0.0032150000000000004, 4.40773874E-07, -1.2659065723419192, 0.0032150000000000004, 0.0032150000000000004
DataValue, 0.003225, 4.3447545300000003E-07, -1.325485825538635, 0.003225, 0.003225
DataValue, 0.003235, 3.6830459700000004E-07, -1.3856345415115361, 0.003235, 0.003235
DataValue, 0.003245, 3.9933002000000004E-07, -1.4462242126464842, 0.003245, 0.003245
DataValue, 0.003255, 4.25895621E-07, -1.5058890581130981, 0.003255, 0.003255
DataValue, 0.003265, 2.8887615100000004E-07, -1.565542578697205, 0.003265, 0.003265
DataValue, 0.003275, 3.2767283600000004E-07, -1.6258392333984382, 0.003275, 0.003275
DataValue, 0.003285, 3.61031539E-07, -1.6858865022659302, 0.003285, 0.003285
DataValue, 0.003295, 3.02023722E-07, -1.7455295324325562, 0.003295, 0.003295
DataValue, 0.003305, 3.0006253800000005E-07, -1.80570113658905, 0.003305, 0.003305
DataValue, 0.0033150000000000002, 3.0934305100000005E-07, -1.8657301664352421, 0.0033150000000000002, 0.0033150000000000002
DataValue, 0.0033250000000000003, 2.57873154E-07, -1.9257665872573853, 0.0033250000000000003, 0.0033250000000000003
DataValue, 0.0033350000000000003, 2.3557611000000002E-07, -1.9860794544219971, 0.0033350000000000003, 0.0033350000000000003
DataValue, 0.0033450000000000003, 2.9259607E-07, -2.0461492538452153, 0.0033450000000000003, 0.0033450000000000003
DataValue, 0.0033550000000000003, 2.7715236700000003E-07, -2.1058602333068852, 0.0033550000000000003, 0.0033550000000000003
DataValue, 0.0033650000000000004, 2.0658545500000003E-07, -2.165794849395752, 0.0033650000000000004, 0.0033650000000000004
DataValue, 0.0033750000000000004, 2.72397557E-07, -2.2255644798278813, 0.0033750000000000004, 0.0033750000000000004
DataValue, 0.0033850000000000004, 2.5607801000000003E-07, -2.2857513427734384, 0.0033850000000000004, 0.0033850000000000004
DataValue, 0.003395, 1.9829360600000002E-07, -2.34565281867981, 0.003395, 0.003395
DataValue, 0.003405, 2.4740990100000003E-07, -2.4051580429077153, 0.003405, 0.003405
DataValue, 0.003415, 2.63315343E-07, -2.465334415435791, 0.003415, 0.003415
DataValue, 0.003425, 2.40981848E-07, -2.525304794311523, 0.003425, 0.003425
DataValue, 0.003435, 2.3079185500000002E-07, -2.5850067138671884, 0.003435, 0.003435
DataValue, 0.003445, 2.65726385E-07, -2.6449413299560551, 0.003445, 0.003445
DataValue, 0.003455, 2.3661381500000002E-07, -2.70491886138916, 0.003455, 0.003455
DataValue, 0.003465, 1.8536324800000002E-07, -2.7649612426757812, 0.003465, 0.003465
DataValue, 0.0034750000000000002, 2.7403575600000005E-07, -2.825047492980957, 0.0034750000000000002, 0.0034750000000000002
DataValue, 0.0034850000000000003, 2.5125314100000004E-07, -2.8852052688598633, 0.0034850000000000003, 0.0034850000000000003
DataValue, 0.0034950000000000003, 2.2885937800000002E-07, -2.9449572563171391, 0.0034950000000000003, 0.0034950000000000003
DataValue, 0.0035050000000000003, -2.03007801E-07, -2.9449350833892822, 0.0035050000000000003, 0.0035050000000000003
DataValue, 0.0035150000000000003, -2.74377697E-07, -2.8851709365844731, 0.0035150000000000003, 0.0035150000000000003
