
SetupTitle, I/V Sweep read 0.3
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 100
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.Analysis.Name, absI
TestParameter, Function.Analysis.Unit, A
TestParameter, Function.Analysis.Definition, abs(I1)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, absI
TestParameter, Output.Graph.YAxis.Scale, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, -0.1, 0
TestParameter, Output.Graph.YAxis.Top, 0.1, 1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/01/2021 13:42:45
MetaData, TestRecord.TestTarget, FlashIntA_1_40um_B1
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f55834c1-c59c-4c22-a7f4-f8e30a493d34
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.26
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, absI
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -3.2E-11, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 4.8E-13, 1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 4.166666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.98522167487684731
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 4.166666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.98522167487684731
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 4.166666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.98522167487684731
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 4.166666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.98522167487684731
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 4.166666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.98522167487684731
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR/AS, Name=V1, Direction=Single, Linear/Log=LINEAR, Start=-500 mV, Stop=500 mV, Step=1 mV, No. of Steps=1001, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR/AS, Name=V2, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep read 0.3
Dimension1, 1001, 1001, 1001
Dimension2, 1, 1, 1
DataName, V1, I1, absI
DataValue, -0.5, -3.1008E-11, 3.1008E-11
DataValue, -0.499, -2.2149E-11, 2.2149E-11
DataValue, -0.498, -1.7476000000000002E-11, 1.7476000000000002E-11
DataValue, -0.497, -1.4567E-11, 1.4567E-11
DataValue, -0.496, -1.2486000000000002E-11, 1.2486000000000002E-11
DataValue, -0.49500000000000005, -1.1072000000000001E-11, 1.1072000000000001E-11
DataValue, -0.49400000000000005, -9.763E-12, 9.763E-12
DataValue, -0.49300000000000005, -8.9030000000000011E-12, 8.9030000000000011E-12
DataValue, -0.49200000000000005, -8.2190000000000012E-12, 8.2190000000000012E-12
DataValue, -0.49100000000000005, -7.523E-12, 7.523E-12
DataValue, -0.49000000000000005, -6.9110000000000007E-12, 6.9110000000000007E-12
DataValue, -0.48900000000000005, -6.4150000000000004E-12, 6.4150000000000004E-12
DataValue, -0.48800000000000004, -5.95E-12, 5.95E-12
DataValue, -0.48700000000000004, -5.5880000000000008E-12, 5.5880000000000008E-12
DataValue, -0.48600000000000004, -5.138E-12, 5.138E-12
DataValue, -0.48500000000000004, -4.933E-12, 4.933E-12
DataValue, -0.48400000000000004, -4.6160000000000005E-12, 4.6160000000000005E-12
DataValue, -0.48300000000000004, -4.2820000000000005E-12, 4.2820000000000005E-12
DataValue, -0.48200000000000004, -4.125E-12, 4.125E-12
DataValue, -0.48100000000000004, -3.82E-12, 3.82E-12
DataValue, -0.48000000000000004, -3.7E-12, 3.7E-12
DataValue, -0.47900000000000004, -3.4500000000000004E-12, 3.4500000000000004E-12
DataValue, -0.47800000000000004, -3.46E-12, 3.46E-12
DataValue, -0.47700000000000004, -3.1820000000000004E-12, 3.1820000000000004E-12
DataValue, -0.47600000000000003, -3.233E-12, 3.233E-12
DataValue, -0.47500000000000003, -3.0230000000000003E-12, 3.0230000000000003E-12
DataValue, -0.47400000000000003, -2.9600000000000003E-12, 2.9600000000000003E-12
DataValue, -0.47300000000000003, -2.962E-12, 2.962E-12
DataValue, -0.47200000000000003, -2.7850000000000004E-12, 2.7850000000000004E-12
DataValue, -0.47100000000000003, -2.7520000000000004E-12, 2.7520000000000004E-12
DataValue, -0.47000000000000003, -2.7020000000000004E-12, 2.7020000000000004E-12
DataValue, -0.46900000000000003, -2.6010000000000003E-12, 2.6010000000000003E-12
DataValue, -0.468, -2.619E-12, 2.619E-12
DataValue, -0.467, -2.4630000000000003E-12, 2.4630000000000003E-12
DataValue, -0.466, -2.507E-12, 2.507E-12
DataValue, -0.465, -2.374E-12, 2.374E-12
DataValue, -0.464, -2.163E-12, 2.163E-12
DataValue, -0.463, -2.1490000000000002E-12, 2.1490000000000002E-12
DataValue, -0.462, -1.914E-12, 1.914E-12
DataValue, -0.461, -1.9330000000000003E-12, 1.9330000000000003E-12
DataValue, -0.46, -1.7810000000000002E-12, 1.7810000000000002E-12
DataValue, -0.459, -1.7950000000000001E-12, 1.7950000000000001E-12
DataValue, -0.458, -1.6300000000000001E-12, 1.6300000000000001E-12
DataValue, -0.457, -1.567E-12, 1.567E-12
DataValue, -0.456, -1.508E-12, 1.508E-12
DataValue, -0.455, -1.4260000000000002E-12, 1.4260000000000002E-12
DataValue, -0.454, -1.287E-12, 1.287E-12
DataValue, -0.453, -1.416E-12, 1.416E-12
DataValue, -0.452, -1.3650000000000001E-12, 1.3650000000000001E-12
DataValue, -0.451, -1.427E-12, 1.427E-12
DataValue, -0.45, -1.2710000000000001E-12, 1.2710000000000001E-12
DataValue, -0.449, -1.4400000000000001E-12, 1.4400000000000001E-12
DataValue, -0.448, -1.3380000000000002E-12, 1.3380000000000002E-12
DataValue, -0.447, -1.389E-12, 1.389E-12
DataValue, -0.446, -1.4200000000000002E-12, 1.4200000000000002E-12
DataValue, -0.445, -1.3740000000000002E-12, 1.3740000000000002E-12
DataValue, -0.444, -1.3440000000000001E-12, 1.3440000000000001E-12
DataValue, -0.443, -1.4050000000000002E-12, 1.4050000000000002E-12
DataValue, -0.442, -1.2860000000000002E-12, 1.2860000000000002E-12
DataValue, -0.441, -1.3400000000000002E-12, 1.3400000000000002E-12
DataValue, -0.44, -1.2540000000000001E-12, 1.2540000000000001E-12
DataValue, -0.439, -1.1980000000000002E-12, 1.1980000000000002E-12
DataValue, -0.438, -1.07E-12, 1.07E-12
DataValue, -0.437, -1.005E-12, 1.005E-12
DataValue, -0.436, -1.015E-12, 1.015E-12
DataValue, -0.435, -8.3300000000000009E-13, 8.3300000000000009E-13
DataValue, -0.434, -9.49E-13, 9.49E-13
DataValue, -0.433, -7.72E-13, 7.72E-13
DataValue, -0.432, -6.9600000000000006E-13, 6.9600000000000006E-13
DataValue, -0.431, -7.76E-13, 7.76E-13
DataValue, -0.43, -5.9E-13, 5.9E-13
DataValue, -0.42900000000000005, -6.54E-13, 6.54E-13
DataValue, -0.42800000000000005, -6.55E-13, 6.55E-13
DataValue, -0.42700000000000005, -6.35E-13, 6.35E-13
DataValue, -0.42600000000000005, -7.52E-13, 7.52E-13
DataValue, -0.42500000000000004, -7.01E-13, 7.01E-13
DataValue, -0.42400000000000004, -8.3600000000000007E-13, 8.3600000000000007E-13
DataValue, -0.42300000000000004, -7.8900000000000007E-13, 7.8900000000000007E-13
DataValue, -0.42200000000000004, -8.0400000000000011E-13, 8.0400000000000011E-13
DataValue, -0.42100000000000004, -7.8000000000000011E-13, 7.8000000000000011E-13
DataValue, -0.42000000000000004, -8.8200000000000008E-13, 8.8200000000000008E-13
DataValue, -0.41900000000000004, -8.770000000000001E-13, 8.770000000000001E-13
DataValue, -0.41800000000000004, -7.3800000000000009E-13, 7.3800000000000009E-13
DataValue, -0.41700000000000004, -8.72E-13, 8.72E-13
DataValue, -0.41600000000000004, -8.2E-13, 8.2E-13
DataValue, -0.41500000000000004, -6.7000000000000007E-13, 6.7000000000000007E-13
DataValue, -0.41400000000000003, -6.880000000000001E-13, 6.880000000000001E-13
DataValue, -0.41300000000000003, -5.45E-13, 5.45E-13
DataValue, -0.41200000000000003, -5.68E-13, 5.68E-13
DataValue, -0.41100000000000003, -4.89E-13, 4.89E-13
DataValue, -0.41000000000000003, -4E-13, 4E-13
DataValue, -0.40900000000000003, -4.64E-13, 4.64E-13
DataValue, -0.40800000000000003, -3.08E-13, 3.08E-13
DataValue, -0.40700000000000003, -3.89E-13, 3.89E-13
DataValue, -0.406, -2.61E-13, 2.61E-13
DataValue, -0.405, -3.19E-13, 3.19E-13
DataValue, -0.404, -3.53E-13, 3.53E-13
DataValue, -0.403, -2.55E-13, 2.55E-13
DataValue, -0.402, -4.21E-13, 4.21E-13
DataValue, -0.401, -3.3200000000000005E-13, 3.3200000000000005E-13
DataValue, -0.4, -3.76E-13, 3.76E-13
DataValue, -0.399, -4.2500000000000006E-13, 4.2500000000000006E-13
DataValue, -0.398, -3.5500000000000005E-13, 3.5500000000000005E-13
DataValue, -0.397, -5.5400000000000006E-13, 5.5400000000000006E-13
DataValue, -0.396, -3.9400000000000004E-13, 3.9400000000000004E-13
DataValue, -0.395, -5.2800000000000007E-13, 5.2800000000000007E-13
DataValue, -0.394, -4.74E-13, 4.74E-13
DataValue, -0.393, -4.46E-13, 4.46E-13
DataValue, -0.392, -5.36E-13, 5.36E-13
DataValue, -0.391, -4.1500000000000005E-13, 4.1500000000000005E-13
DataValue, -0.39, -5.2900000000000007E-13, 5.2900000000000007E-13
DataValue, -0.389, -3.9600000000000003E-13, 3.9600000000000003E-13
DataValue, -0.388, -3.3300000000000005E-13, 3.3300000000000005E-13
DataValue, -0.387, -2.7500000000000004E-13, 2.7500000000000004E-13
DataValue, -0.386, -1.9800000000000002E-13, 1.9800000000000002E-13
DataValue, -0.385, -2.6300000000000004E-13, 2.6300000000000004E-13
DataValue, -0.384, -2.34E-13, 2.34E-13
DataValue, -0.383, -2.0400000000000001E-13, 2.0400000000000001E-13
DataValue, -0.382, -7.5000000000000009E-14, 7.5000000000000009E-14
DataValue, -0.381, -6.7E-14, 6.7E-14
DataValue, -0.38, -6.4E-14, 6.4E-14
DataValue, -0.379, 3.2E-14, 3.2E-14
DataValue, -0.378, -4.6000000000000006E-14, 4.6000000000000006E-14
DataValue, -0.377, -1.8000000000000002E-13, 1.8000000000000002E-13
DataValue, -0.376, -1.46E-13, 1.46E-13
DataValue, -0.375, -2.45E-13, 2.45E-13
DataValue, -0.374, -2.0800000000000002E-13, 2.0800000000000002E-13
DataValue, -0.373, -2.58E-13, 2.58E-13
DataValue, -0.372, -2.2900000000000003E-13, 2.2900000000000003E-13
DataValue, -0.371, -2.47E-13, 2.47E-13
DataValue, -0.37, -3.39E-13, 3.39E-13
DataValue, -0.369, -2.6300000000000004E-13, 2.6300000000000004E-13
DataValue, -0.368, -2.8700000000000004E-13, 2.8700000000000004E-13
DataValue, -0.367, -2.43E-13, 2.43E-13
DataValue, -0.366, -2.8E-13, 2.8E-13
DataValue, -0.365, -2.7E-13, 2.7E-13
DataValue, -0.364, -9.7E-14, 9.7E-14
DataValue, -0.36300000000000004, -1.3900000000000001E-13, 1.3900000000000001E-13
DataValue, -0.36200000000000004, -1.83E-13, 1.83E-13
DataValue, -0.36100000000000004, -1.17E-13, 1.17E-13
DataValue, -0.36000000000000004, -1.1100000000000001E-13, 1.1100000000000001E-13
DataValue, -0.35900000000000004, 4.5000000000000004E-14, 4.5000000000000004E-14
